time,elapsed_time,OD_135_V,OD_Ref_V,OD_90_V,temperature_C,peltier_duty,peltier_forward,ring_light_R,ring_light_G,ring_light_B,pump_inflow_time_s,pump_outflow_time_s,ekf_od_est,ekf_growth_rate,ekf_doubling_time_s,ekf_od_std,ekf_growth_rate_std,ekf_doubling_time_std_s
2026-06-25 12:52:20,100.0007791519165,0.05784821428571429,0.6788125,0.04524107142857143,29.625,7.522963811624049,0.0,0.0,0.0,0.0,0.0,0.0,0.05671714376306853,0.9998446169103592,inf,0.004340067431011414,0.0004997671408217657,inf
2026-06-25 12:52:30,110.00086402893066,0.05826785714285714,0.7562589285714286,0.04384821428571429,29.875,4.551089218872784,0.0,0.0,0.0,0.0,0.0,0.0,0.056718062277522456,0.9998446530300719,inf,0.004326651659161841,0.0004997705230273121,inf
2026-06-25 12:52:40,120.00093364715576,0.05819642857142858,0.7459107142857143,0.045214285714285714,30.0,2.3071642913818198,0.0,0.0,0.0,0.0,0.0,0.0,0.05671847509908277,0.9998446942343284,inf,0.004313543798193165,0.0004997732069537387,inf
2026-06-25 12:52:50,130.00100588798523,0.058,0.7317946428571428,0.04520535714285714,30.125,0.7837639201140245,0.0,0.0,0.0,0.0,0.0,0.0,0.056717621887078185,0.999844735814543,inf,0.004300740163070177,0.0004997750732366687,inf
2026-06-25 12:53:00,140.00107836723328,0.057625,0.7546785714285714,0.04398214285714286,30.25,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05671443156933313,0.999844769452402,inf,0.0042882370903497115,0.0004997760047034676,inf
2026-06-25 12:53:10,150.00115442276,0.05758035714285714,0.7820714285714285,0.04373214285714285,30.25,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05671095906946043,0.9998448054728116,inf,0.004276030899105829,0.000499775886345445,inf
2026-06-25 12:53:20,160.00122809410095,0.05725,0.7308392857142857,0.044767857142857144,30.25,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05670547825603687,0.9998448304632042,inf,0.004264118050485278,0.0004997746052332635,inf
2026-06-25 12:53:30,170.00130319595337,0.0578125,0.7296696428571429,0.04509821428571429,30.187,0.6245367286991912,0.0,0.0,0.0,0.0,0.0,0.0,0.05670340535380597,0.9998448862841192,inf,0.00425249494332716,0.0004997720505073049,inf
2026-06-25 12:53:40,180.00137400627136,0.05833928571428572,0.7339910714285715,0.04525892857142857,30.062,2.110511525427087,0.0,0.0,0.0,0.0,0.0,0.0,0.05670447103871112,0.9998449757738657,inf,0.004241158391578601,0.0004997681131944856,inf
2026-06-25 12:53:50,190.00144338607788,0.05864285714285715,0.7355089285714286,0.044875,29.937,3.6152365846824486,0.0,0.0,0.0,0.0,0.0,0.0,0.05670729459601963,0.9998450902127228,inf,0.004230105303269034,0.0004997626861366306,inf
2026-06-25 12:54:00,200.00150728225708,0.058669642857142865,0.7251964285714286,0.04433928571428571,29.875,4.373336794860361,0.0,0.0,0.0,0.0,0.0,0.0,0.0567102072871717,0.9998452146049536,inf,0.004219332575039537,0.0004997556639601763,inf
2026-06-25 12:54:10,210.0015833377838,0.0580625,0.7454196428571428,0.04411607142857143,29.812,4.392087042964695,0.0,0.0,0.0,0.0,0.0,0.0,0.05670946618393242,0.9998453063655988,inf,0.004208837028499945,0.0004997469430734413,inf
2026-06-25 12:54:20,220.00165915489197,0.05814285714285715,0.7042857142857143,0.045017857142857144,29.812,5.176287449730618,0.0,0.0,0.0,0.0,0.0,0.0,0.05670916792105783,0.9998454097755478,inf,0.004198615162173459,0.0004997364217593734,inf
2026-06-25 12:54:30,230.0017433166504,0.05799107142857143,0.7441607142857143,0.04441964285714286,29.812,5.204487861875279,0.0,0.0,0.0,0.0,0.0,0.0,0.05670794946673006,0.9998455078245794,inf,0.004188663880140126,0.0004997240000097522,inf
2026-06-25 12:54:40,240.00180768966675,0.05844642857142857,0.6945,0.04582142857142857,29.812,5.232688330496533,0.0,0.0,0.0,0.0,0.0,0.0,0.05670935972537488,0.99984564796477,inf,0.004178979982995796,0.000499709579538837,inf
2026-06-25 12:54:50,250.00187754631042,0.05828571428571429,0.705375,0.045580357142857145,29.812,5.2608887197816205,0.0,0.0,0.0,0.0,0.0,0.0,0.05670979234475083,0.9998457817834191,inf,0.004169560709673124,0.000499693063603597,inf
2026-06-25 12:55:00,260.0019545555115,0.0585625,0.7403928571428572,0.04528571428571428,29.812,4.528364060057399,0.0,0.0,0.0,0.0,0.0,0.0,0.05671178659757086,0.9998459467364424,inf,0.004160402935590348,0.0004996743571097599,inf
2026-06-25 12:55:10,270.0020229816437,0.05857142857142857,0.7028303571428571,0.0455,29.875,4.551839404138324,0.0,0.0,0.0,0.0,0.0,0.0,0.05671378378721507,0.9998461200943749,inf,0.004151503882686935,0.0004996533664684513,inf
2026-06-25 12:55:20,280.0020968914032,0.05865178571428571,0.7494017857142857,0.04416964285714286,29.875,4.570589677276608,0.0,0.0,0.0,0.0,0.0,0.0,0.05671619410320411,0.9998463087962591,inf,0.004142860619975387,0.0004996299996298428,inf
2026-06-25 12:55:30,290.0021665096283,0.05853571428571429,0.7438392857142857,0.044642857142857144,29.875,3.8406898946213546,0.0,0.0,0.0,0.0,0.0,0.0,0.0567178945226338,0.9998464935544664,inf,0.004134470304954159,0.000499604166033615,inf
2026-06-25 12:55:40,300.00222849845886,0.05901785714285714,0.7180357142857143,0.0458125,29.875,3.8501400322830497,0.0,0.0,0.0,0.0,0.0,0.0,0.05672229088835517,0.9998467363372878,inf,0.004126329963590453,0.0004995757766390084,inf
2026-06-25 12:55:50,310.00230264663696,0.058616071428571434,0.7420178571428571,0.04574107142857143,29.937,3.8642402507078466,0.0,0.0,0.0,0.0,0.0,0.0,0.05672435370889505,0.9998469441691444,inf,0.004118437163861938,0.0004995447437152302,inf
2026-06-25 12:56:00,320.002370595932,0.05809821428571429,0.6974464285714286,0.045660714285714284,29.875,3.8736903753018197,0.0,0.0,0.0,0.0,0.0,0.0,0.05672345938640314,0.9998471008151056,inf,0.004110788735017776,0.0004995109810873226,inf
2026-06-25 12:56:10,330.0024416446686,0.05883928571428571,0.7284017857142857,0.04644642857142857,29.875,3.8831405267071544,0.0,0.0,0.0,0.0,0.0,0.0,0.05672671033711775,0.9998473501057635,inf,0.004103381385386957,0.0004994744041705481,inf
2026-06-25 12:56:20,340.00252175331116,0.058437499999999996,0.7019821428571429,0.044321428571428574,29.875,4.645890790010687,0.0,0.0,0.0,0.0,0.0,0.0,0.056727667866722516,0.9998475587741553,inf,0.0040962130272313895,0.0004994349295302685,inf
2026-06-25 12:56:30,350.00259375572205,0.05848214285714286,0.7257589285714285,0.04525892857142857,29.875,4.664641079242225,0.0,0.0,0.0,0.0,0.0,0.0,0.05672884800340953,0.9998477797872052,inf,0.004089280508096567,0.0004993924752438852,inf
2026-06-25 12:56:40,360.00266575813293,0.058458333333333334,0.7085795454545455,0.04529545454545455,29.812,4.6833913792026,0.0,0.0,0.0,0.0,0.0,0.0,0.05672986941632854,0.9998480045739965,inf,0.004082581123843628,0.0004993469607329136,inf
2026-06-25 12:56:50,370.00275468826294,0.05807291666666667,0.7406826923076923,0.04398958333333333,29.875,4.702141642953153,0.0,0.0,0.0,0.0,0.0,0.0,0.05672873259462716,0.9998481847255651,inf,0.0040761121197283295,0.0004992983067698634,inf
2026-06-25 12:57:00,380.0027770996094,0.05790909090909091,0.7157291666666667,0.04456818181818182,29.875,4.725617022603746,0.0,0.0,0.0,0.0,0.0,0.0,0.05672668494801134,0.9998483478676031,inf,0.004069870360430542,0.0004992464356052481,inf
2026-06-25 12:57:10,390.00285601615906,0.058862500000000005,0.7232395833333333,0.04411363636363636,29.875,4.749092346328492,0.0,0.0,0.0,0.0,0.0,0.0,0.05672988717419339,0.9998486504960707,inf,0.004063852946154841,0.0004991912708780077,inf
